id,formula,elements,num_elements,has_transition_metals,families
GEN_00145,"{'Na': 0.1329364776611328, 'O': 0.5836305618286133, 'V': 0.28319859504699707}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00146,"{'Fe': 0.15164107084274292, 'Na': 0.3026878833770752, 'O': 0.5015951991081238, 'V': 0.029286669567227364}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00147,"{'Co': 0.1931612491607666, 'Mg': 0.014720102772116661, 'Mn': 0.01782197877764702, 'Na': 0.2885361909866333, 'O': 0.4821116626262665}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_00148,"{'Na': 0.18000483512878418, 'O': 0.5641812086105347, 'V': 0.2415699064731598}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00149,"{'Na': 0.17178331315517426, 'O': 0.5682218670845032, 'V': 0.24484048783779144}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00150,"{'Co': 0.10927650332450867, 'Na': 0.5264250040054321, 'O': 0.36384984850883484}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00151,"{'Na': 0.11565005779266357, 'O': 0.5987167954444885, 'V': 0.2730795741081238}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00152,"{'Mn': 0.32136645913124084, 'Na': 0.11009755730628967, 'O': 0.5400919914245605}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_00153,"{'Co': 0.04706845059990883, 'Na': 0.5679821968078613, 'O': 0.3799726366996765}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00154,"{'Li': 0.03651682659983635, 'Mn': 0.2525160312652588, 'Na': 0.16242173314094543, 'O': 0.5254878997802734, 'V': 0.019658859819173813}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_00155,"{'Fe': 0.24258078634738922, 'Na': 0.2138330638408661, 'O': 0.5345693826675415}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00156,"{'Na': 0.03890784829854965, 'O': 0.6081766486167908, 'V': 0.3519185185432434}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00157,"{'Mn': 0.012556667439639568, 'Na': 0.322319895029068, 'O': 0.4915625751018524, 'V': 0.1708940863609314}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00158,"{'Co': 0.3358639180660248, 'Na': 0.1648332178592682, 'O': 0.4879768490791321}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00159,"{'Fe': 0.29385483264923096, 'Na': 0.13545821607112885, 'O': 0.5479686856269836, 'P': 0.012204356491565704}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_00160,"{'Co': 0.1679372489452362, 'Na': 0.3546046316623688, 'O': 0.4529484510421753}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00161,"{'Co': 0.12141342461109161, 'Mg': 0.017232120037078857, 'Na': 0.4271003007888794, 'O': 0.42938077449798584}","['Mg', 'Co', 'Na', 'O']",4,1,['layered_oxide']
GEN_00162,"{'Na': 0.2767305076122284, 'O': 0.5289135575294495, 'V': 0.16362623870372772}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00163,"{'Co': 0.352831095457077, 'Na': 0.1717873066663742, 'O': 0.47437378764152527}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00164,"{'Co': 0.025424808263778687, 'Mg': 0.051126301288604736, 'Mn': 0.034409016370773315, 'Na': 0.44644853472709656, 'O': 0.44120433926582336}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_00165,"{'Co': 0.26766470074653625, 'Na': 0.13408012688159943, 'O': 0.5543225407600403, 'P': 0.02806219272315502}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_00166,"{'Co': 0.1889956295490265, 'Na': 0.38422340154647827, 'O': 0.42616620659828186}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00167,"{'Mn': 0.014439976774156094, 'Na': 0.17456616461277008, 'O': 0.5757482051849365, 'V': 0.22466112673282623}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00168,"{'Mn': 0.16684488952159882, 'Na': 0.10449571907520294, 'O': 0.5773521661758423, 'V': 0.14830894768238068}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00169,"{'Mn': 0.07555359601974487, 'Na': 0.2851848304271698, 'O': 0.5276212096214294, 'V': 0.10318588465452194}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00170,"{'Na': 0.23400993645191193, 'O': 0.5431411862373352, 'V': 0.2204757183790207}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00171,"{'Fe': 0.21667058765888214, 'Na': 0.24149322509765625, 'O': 0.5271744728088379, 'V': 0.013103420846164227}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00172,"{'Co': 0.21717952191829681, 'Na': 0.3159334361553192, 'O': 0.4573454260826111}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00173,"{'Na': 0.16170965135097504, 'O': 0.5776654481887817, 'V': 0.22345192730426788}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00174,"{'Na': 0.1791442185640335, 'O': 0.56690514087677, 'V': 0.2492346167564392}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00175,"{'Mn': 0.03509253263473511, 'Na': 0.15477502346038818, 'O': 0.602570116519928, 'P': 0.026132604107260704, 'V': 0.16097001731395721}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_00176,"{'Co': 0.084741972386837, 'Na': 0.5570246577262878, 'O': 0.35547930002212524}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00177,"{'Mn': 0.037128835916519165, 'Na': 0.07920349389314651, 'O': 0.6501545906066895, 'P': 0.17902705073356628, 'V': 0.04077324643731117}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_00178,"{'Co': 0.18321625888347626, 'Mn': 0.06077054888010025, 'Na': 0.20155267417430878, 'O': 0.5422218441963196}","['O', 'Co', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00179,"{'Co': 0.17167161405086517, 'Na': 0.23702557384967804, 'O': 0.5369749069213867, 'P': 0.04416940361261368}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_00180,"{'Co': 0.018516449257731438, 'Mg': 0.022129841148853302, 'Mn': 0.11121462285518646, 'Na': 0.3655010759830475, 'O': 0.4722593128681183}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_00181,"{'Na': 0.11871866136789322, 'O': 0.6038557291030884, 'P': 0.011685586534440517, 'V': 0.25352275371551514}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00182,"{'Fe': 0.17289088666439056, 'Na': 0.18859556317329407, 'O': 0.5641681551933289, 'P': 0.017095627263188362, 'V': 0.05557931959629059}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00183,"{'Mg': 0.010224932804703712, 'Mn': 0.256159245967865, 'Na': 0.2615368366241455, 'O': 0.470664381980896}","['Mg', 'O', 'Na', 'Mn']",4,1,['layered_oxide']
GEN_00184,"{'Mn': 0.14413969218730927, 'Na': 0.21665950119495392, 'O': 0.536953866481781, 'V': 0.10020871460437775}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00185,"{'Mn': 0.24323701858520508, 'Na': 0.20796209573745728, 'O': 0.518031895160675, 'V': 0.012473322451114655}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00186,"{'Na': 0.13079522550106049, 'O': 0.5937973260879517, 'P': 0.019093409180641174, 'V': 0.2524813115596771}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00187,"{'Co': 0.01668059639632702, 'Mn': 0.01918487809598446, 'Na': 0.1499798744916916, 'O': 0.6052301526069641, 'P': 0.14234763383865356, 'V': 0.051279645413160324}","['V', 'O', 'Mn', 'Co', 'P', 'Na']",6,3,"['phosphate', 'high_entropy']"
GEN_00188,"{'Na': 0.19174963235855103, 'O': 0.5647335648536682, 'V': 0.24055206775665283}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00189,"{'Na': 0.19133570790290833, 'O': 0.574184775352478, 'P': 0.01167161576449871, 'V': 0.2128455489873886}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00190,"{'Na': 0.3883098363876343, 'O': 0.4573248326778412, 'V': 0.13959383964538574}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00191,"{'Mn': 0.19758938252925873, 'Na': 0.08979485183954239, 'O': 0.5850372314453125, 'V': 0.1242382675409317}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00192,"{'Na': 0.18657833337783813, 'O': 0.569818377494812, 'V': 0.2328837662935257}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00193,"{'Mn': 0.08952923119068146, 'Na': 0.14369727671146393, 'O': 0.569945752620697, 'V': 0.19660615921020508}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00194,"{'Li': 0.13883429765701294, 'Na': 0.22743278741836548, 'O': 0.4876529574394226, 'Ti': 0.02789425663650036, 'V': 0.10362323373556137}","['V', 'Li', 'O', 'Ti', 'Na']",5,2,['high_entropy']
GEN_00195,"{'Fe': 0.11288508027791977, 'Na': 0.3270694613456726, 'O': 0.5092723965644836, 'V': 0.03904859349131584}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00196,"{'Li': 0.010560067370533943, 'Na': 0.10552376508712769, 'O': 0.6026771664619446, 'V': 0.27277249097824097}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_00197,"{'Fe': 0.18921411037445068, 'Na': 0.3023618459701538, 'O': 0.5005154609680176}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00198,"{'Fe': 0.15710340440273285, 'Na': 0.38876572251319885, 'O': 0.45353418588638306}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00199,"{'Mn': 0.24462702870368958, 'Na': 0.15679559111595154, 'O': 0.5412148833274841, 'V': 0.05229862406849861}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00200,"{'Mn': 0.06749793142080307, 'Na': 0.3152928948402405, 'O': 0.5054435729980469, 'V': 0.0936853215098381}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00201,"{'Fe': 0.0880838930606842, 'Na': 0.16951344907283783, 'O': 0.572664737701416, 'P': 0.11578359454870224, 'V': 0.04116353392601013}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00202,"{'Co': 0.09360980242490768, 'Fe': 0.019229045137763023, 'Na': 0.4989088773727417, 'O': 0.38803961873054504}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00203,"{'Na': 0.0876612663269043, 'O': 0.6466487050056458, 'P': 0.07537825405597687, 'V': 0.17204032838344574}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00204,"{'Fe': 0.03872174397110939, 'Na': 0.5044647455215454, 'O': 0.4311287999153137, 'Ti': 0.02082107402384281}","['Na', 'Ti', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00205,"{'Na': 0.059040773659944534, 'O': 0.6345499157905579, 'P': 0.03425578027963638, 'V': 0.271651953458786}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00206,"{'Co': 0.3157845735549927, 'Na': 0.2429044544696808, 'O': 0.44128596782684326}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00207,"{'Fe': 0.2850382924079895, 'Na': 0.15744268894195557, 'O': 0.5509147644042969}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00208,"{'Co': 0.012516029179096222, 'Fe': 0.0962693840265274, 'Na': 0.4521195590496063, 'O': 0.43364375829696655}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00209,"{'Co': 0.06139114871621132, 'Na': 0.5351897478103638, 'O': 0.39752814173698425}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00210,"{'Na': 0.044632572680711746, 'O': 0.6422709822654724, 'P': 0.10294604301452637, 'V': 0.19500640034675598}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00211,"{'Fe': 0.25389406085014343, 'Na': 0.21783271431922913, 'O': 0.5225350856781006}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00212,"{'Na': 0.15021491050720215, 'O': 0.5882217288017273, 'V': 0.2599344849586487}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00213,"{'Co': 0.03613508865237236, 'Fe': 0.027750607579946518, 'Na': 0.5592350363731384, 'O': 0.3767252266407013}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00214,"{'Fe': 0.20731641352176666, 'Na': 0.23572468757629395, 'O': 0.5181272029876709, 'P': 0.015120790340006351, 'V': 0.014959346503019333}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00215,"{'Fe': 0.2212018221616745, 'Na': 0.2370898425579071, 'O': 0.5224392414093018, 'P': 0.016131019219756126}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_00216,"{'Fe': 0.09008511155843735, 'Na': 0.09254056215286255, 'O': 0.6078707575798035, 'P': 0.1763812154531479, 'V': 0.027469024062156677}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00217,"{'Fe': 0.08208645135164261, 'Na': 0.12649542093276978, 'O': 0.61709064245224, 'P': 0.12318342179059982, 'V': 0.045990679413080215}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00218,"{'Co': 0.07365219295024872, 'Mg': 0.16474738717079163, 'Mn': 0.022888870909810066, 'Na': 0.2903473973274231, 'O': 0.44813060760498047}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_00219,"{'Li': 0.1458570659160614, 'Na': 0.24464823305606842, 'O': 0.40272945165634155, 'Ti': 0.16331353783607483, 'V': 0.017609624192118645}","['V', 'Li', 'O', 'Ti', 'Na']",5,2,['high_entropy']
GEN_00220,"{'Co': 0.08923190087080002, 'Na': 0.15202383697032928, 'O': 0.5835813879966736, 'P': 0.16657014191150665}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_00221,"{'Co': 0.18039952218532562, 'Na': 0.3938375413417816, 'O': 0.4253885746002197}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00222,"{'Co': 0.06727416068315506, 'Fe': 0.06160823255777359, 'Na': 0.4108670949935913, 'O': 0.4529183804988861}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00223,"{'Na': 0.03801758587360382, 'O': 0.6044070720672607, 'V': 0.3575018346309662}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00224,"{'Mn': 0.1928403377532959, 'Na': 0.2810553312301636, 'O': 0.5084015727043152, 'V': 0.016077380627393723}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00225,"{'Fe': 0.09429380297660828, 'Na': 0.3663860857486725, 'O': 0.4661296010017395, 'Ti': 0.034428127110004425}","['Na', 'Ti', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00226,"{'Fe': 0.2537801265716553, 'Na': 0.21487241983413696, 'O': 0.523690402507782}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00227,"{'Mn': 0.1328868269920349, 'Na': 0.20314152538776398, 'O': 0.5693420767784119, 'V': 0.09335944801568985}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00228,"{'Fe': 0.09937185049057007, 'Na': 0.41851016879081726, 'O': 0.4610593616962433, 'V': 0.011355378665030003}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00229,"{'Co': 0.034747835248708725, 'Na': 0.136179581284523, 'O': 0.6065799593925476, 'P': 0.21700774133205414}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_00230,"{'Mn': 0.01964580826461315, 'Na': 0.227787047624588, 'O': 0.5484842658042908, 'V': 0.2006550431251526}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00231,"{'Li': 0.043295323848724365, 'Na': 0.10380907356739044, 'O': 0.5891879200935364, 'V': 0.262077659368515}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_00232,"{'Na': 0.08653263002634048, 'O': 0.6222419738769531, 'V': 0.28726649284362793}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00233,"{'Fe': 0.09662351757287979, 'Na': 0.41207167506217957, 'O': 0.4628757834434509, 'V': 0.01860995404422283}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00234,"{'Na': 0.13392269611358643, 'O': 0.5935182571411133, 'V': 0.2672480642795563}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00235,"{'Fe': 0.0113374637439847, 'Na': 0.19473302364349365, 'O': 0.581875741481781, 'P': 0.04971226304769516, 'V': 0.15510870516300201}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00236,"{'Na': 0.11378655582666397, 'O': 0.6029219031333923, 'V': 0.2822802662849426}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00237,"{'Fe': 0.11485050618648529, 'Na': 0.5027685165405273, 'O': 0.38230305910110474}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00238,"{'Li': 0.2692793607711792, 'Na': 0.242954820394516, 'O': 0.3941265642642975, 'Ti': 0.04531251639127731, 'V': 0.03487067297101021}","['V', 'Li', 'O', 'Ti', 'Na']",5,2,['high_entropy']
GEN_00239,"{'Co': 0.10088050365447998, 'Fe': 0.022931398823857307, 'Na': 0.1976960003376007, 'O': 0.5755449533462524, 'P': 0.09515538066625595}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00240,"{'Co': 0.14356660842895508, 'Na': 0.5174846649169922, 'O': 0.3389380872249603}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00241,"{'Co': 0.14382413029670715, 'Mn': 0.07130295038223267, 'Na': 0.26002633571624756, 'O': 0.5119951367378235}","['O', 'Co', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00242,"{'Fe': 0.17682744562625885, 'Na': 0.07473116368055344, 'O': 0.6085143089294434, 'P': 0.05377783998847008, 'V': 0.05516643077135086}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00243,"{'Mn': 0.08673153817653656, 'Na': 0.10220510512590408, 'O': 0.6075654625892639, 'V': 0.18637950718402863}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00244,"{'Na': 0.060872454196214676, 'O': 0.6265776753425598, 'P': 0.04511386901140213, 'V': 0.2651815414428711}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00245,"{'Na': 0.22743195295333862, 'O': 0.5657237768173218, 'P': 0.04504743963479996, 'V': 0.15187236666679382}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00246,"{'Fe': 0.012358289211988449, 'Na': 0.40473416447639465, 'O': 0.4760656952857971, 'Ti': 0.014422930777072906, 'V': 0.06397265940904617}","['V', 'O', 'Ti', 'Na', 'Fe']",5,3,['high_entropy']
GEN_00247,"{'Na': 0.24751374125480652, 'O': 0.5386450886726379, 'V': 0.211517795920372}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00248,"{'Co': 0.206725612282753, 'Mn': 0.022175898775458336, 'Na': 0.23466446995735168, 'O': 0.49064260721206665, 'P': 0.011722530238330364}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_00249,"{'C': 0.04382343590259552, 'Co': 0.027382642030715942, 'Mn': 0.050855863839387894, 'Na': 0.04667629674077034, 'O': 0.604779839515686, 'P': 0.12845316529273987, 'V': 0.036841679364442825}","['C', 'V', 'O', 'Mn', 'Co', 'Na', 'P']",7,3,"['phosphate', 'high_entropy']"
GEN_00250,"{'Co': 0.050737425684928894, 'Na': 0.582319438457489, 'O': 0.3629322052001953}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00251,"{'Na': 0.09377474337816238, 'O': 0.6510477066040039, 'P': 0.15821433067321777, 'V': 0.07533693313598633}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_00252,"{'Na': 0.15065541863441467, 'O': 0.5865669250488281, 'V': 0.25037404894828796}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00253,"{'Na': 0.1724918633699417, 'O': 0.5774845480918884, 'V': 0.24632878601551056}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00254,"{'Co': 0.02348763681948185, 'Mg': 0.10901042819023132, 'Mn': 0.08716858923435211, 'Na': 0.31483224034309387, 'O': 0.46493837237358093}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_00255,"{'Na': 0.5963931083679199, 'O': 0.36433666944503784, 'V': 0.03136586397886276}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00256,"{'C': 0.04021303728222847, 'Co': 0.021330520510673523, 'Li': 0.011858266778290272, 'Mn': 0.18888050317764282, 'Na': 0.06063999608159065, 'O': 0.6162022948265076, 'P': 0.012189262546598911, 'V': 0.012288262136280537}","['C', 'V', 'Li', 'Mn', 'O', 'Co', 'Na', 'P']",8,3,"['phosphate', 'high_entropy']"
GEN_00257,"{'Mn': 0.3626819849014282, 'Na': 0.14382602274417877, 'O': 0.4841165542602539}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_00258,"{'Co': 0.09778366982936859, 'Fe': 0.017168663442134857, 'Na': 0.40502578020095825, 'O': 0.4770927429199219}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00259,"{'Mn': 0.03447872772812843, 'Na': 0.09553100168704987, 'O': 0.6385083794593811, 'P': 0.04462328180670738, 'V': 0.17966347932815552}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_00260,"{'Co': 0.038513198494911194, 'Mn': 0.20911955833435059, 'Na': 0.2680000960826874, 'O': 0.482843816280365}","['O', 'Co', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00261,"{'Co': 0.03965791314840317, 'Fe': 0.011485892347991467, 'Na': 0.5150145888328552, 'O': 0.4241463840007782}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00262,"{'Co': 0.17405420541763306, 'Na': 0.3960629999637604, 'O': 0.4252184331417084}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_00263,"{'Co': 0.029672516509890556, 'Fe': 0.09467452019453049, 'Na': 0.3851984143257141, 'O': 0.4718281030654907}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00264,"{'Fe': 0.043063025921583176, 'Li': 0.010482249781489372, 'Na': 0.21406951546669006, 'O': 0.497658908367157, 'Ti': 0.08361788094043732, 'V': 0.013590856455266476}","['V', 'Li', 'O', 'Ti', 'Na', 'Fe']",6,3,['high_entropy']
GEN_00265,"{'Co': 0.015189163386821747, 'Mn': 0.1516185700893402, 'Na': 0.12128918617963791, 'O': 0.5791849493980408, 'P': 0.04749448969960213, 'V': 0.052476916462183}","['V', 'O', 'Mn', 'Co', 'P', 'Na']",6,3,"['phosphate', 'high_entropy']"
GEN_00266,"{'Mn': 0.27189260721206665, 'Na': 0.13827578723430634, 'O': 0.5248266458511353, 'P': 0.01439509354531765, 'V': 0.035909440368413925}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_00267,"{'Fe': 0.016379160806536674, 'Na': 0.13339099287986755, 'O': 0.5940572023391724, 'P': 0.022528082132339478, 'V': 0.2293793112039566}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00268,"{'Fe': 0.09651216119527817, 'Na': 0.38491326570510864, 'O': 0.46184393763542175, 'Ti': 0.02948334626853466}","['Na', 'Ti', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00269,"{'Li': 0.015007560141384602, 'Na': 0.1864488422870636, 'O': 0.5632316470146179, 'V': 0.22868134081363678}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_00270,"{'Na': 0.052919916808605194, 'O': 0.6661885976791382, 'P': 0.2666868567466736}","['P', 'Na', 'O']",3,0,['other']
GEN_00271,"{'Li': 0.01170109398663044, 'Mn': 0.010795540176331997, 'Na': 0.12279188632965088, 'O': 0.5861602425575256, 'V': 0.23574095964431763}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_00272,"{'Mn': 0.3150278925895691, 'Na': 0.1786915808916092, 'O': 0.4991055727005005}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_00273,"{'Na': 0.39480865001678467, 'O': 0.45183131098747253, 'V': 0.1486162692308426}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00274,"{'Na': 0.5445014834403992, 'O': 0.36317479610443115, 'V': 0.08927583694458008}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00275,"{'Co': 0.01777089573442936, 'Mn': 0.07396887242794037, 'Na': 0.18155375123023987, 'O': 0.5745397806167603, 'P': 0.05429700016975403, 'V': 0.06196121871471405}","['V', 'O', 'Mn', 'Co', 'P', 'Na']",6,3,"['phosphate', 'high_entropy']"
GEN_00276,"{'Fe': 0.2773679196834564, 'Na': 0.12501797080039978, 'O': 0.5640054941177368, 'P': 0.017895424738526344}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_00277,"{'Na': 0.0246204175055027, 'O': 0.6134722828865051, 'V': 0.35896897315979004}","['V', 'Na', 'O']",3,1,['layered_oxide']
